Rank	Journal Name	TestDOI	Status	Supplemental
1955	MOLECULAR MICROBIOLOGY			
1955	MOLECULAR PLANT-MICROBE INTERACTIONS			
1958	Frontiers in Neuroscience			
1959	JOURNAL OF ANALYTICAL ATOMIC SPECTROMETRY			
1960	Current Rheumatology Reports			
1961	Journal of Sport and Health Science			
1963	GOVERNANCE-AN INTERNATIONAL JOURNAL OF POLICY ADMINISTRATION AND INSTITUTIONS			
1963	SAUDI PHARMACEUTICAL JOURNAL			
1965	EUROPEAN JOURNAL OF VASCULAR AND ENDOVASCULAR SURGERY			
1965	JOURNAL OF MANUFACTURING SYSTEMS			
1967	Digestive Endoscopy			
1967	Horticulture Research			
1969	International Business Review			
1970	CLINICAL CHEMISTRY AND LABORATORY MEDICINE			
1971	REVIEW OF ECONOMICS AND STATISTICS			
1972	AUTONOMOUS ROBOTS			
1972	Conservation Physiology			
1972	Frontiers in Endocrinology			
1972	JOURNAL OF RHEUMATOLOGY			
1972	VADOSE ZONE JOURNAL			
1977	Frontiers in Aging Neuroscience			
1977	JOURNAL OF GEOPHYSICAL RESEARCH-ATMOSPHERES			
1979	JOURNAL OF BIOLOGICAL INORGANIC CHEMISTRY			
1979	JOURNAL OF GASTROENTEROLOGY AND HEPATOLOGY			
1981	CORAL REEFS			
1981	SCANDINAVIAN JOURNAL OF MEDICINE & SCIENCE IN SPORTS			
1983	Food Packaging and Shelf Life			
1983	Mobile DNA			
1985	SEMINARS IN NEPHROLOGY			
1986	GERONTOLOGIST			
1986	MOLECULAR ENDOCRINOLOGY			
1988	JOURNAL OF ENVIRONMENTAL PSYCHOLOGY			
1989	HUMAN RESOURCE MANAGEMENT REVIEW			
1989	JOURNAL OF FOOD ENGINEERING			
1991	JOURNAL OF SCIENCE AND MEDICINE IN SPORT			
1992	Brain Structure & Function			
1992	Smart Structures and Systems			
1994	EUROPEAN POLYMER JOURNAL			
1994	Journal of Geophysical Research-Biogeosciences			
1996	Chinese Journal of Cancer			
1997	SAFETY SCIENCE			
1998	CHEMICAL GEOLOGY			
1998	INSECT BIOCHEMISTRY AND MOLECULAR BIOLOGY			
2000	Future Medicinal Chemistry			
2001	Tissue Engineering Part A			
2002	BRITISH JOURNAL OF OPHTHALMOLOGY			
2002	Dermatology and Therapy			
2002	JOURNAL OF PHARMACOLOGY AND EXPERIMENTAL THERAPEUTICS			
2005	MICROBIAL ECOLOGY			
2006	MOLECULAR GENETICS AND METABOLISM			
2006	TRANSFUSION MEDICINE REVIEWS			
2008	CURRENT HYPERTENSION REPORTS			
2008	SEMINARS IN ONCOLOGY			
2010	IET Renewable Power Generation			
2010	Social Psychological and Personality Science			
2012	MECHANISMS OF AGEING AND DEVELOPMENT			
2012	OBESITY SURGERY			
2014	AMERICAN PSYCHOLOGIST			
2015	INTERNATIONAL JOURNAL OF CLIMATOLOGY			
2016	Advances in Agronomy			
2016	Business & Information Systems Engineering			
2018	BIOLOGY OF BLOOD AND MARROW TRANSPLANTATION			
2018	Nutrition & Metabolism			
2020	BIOFACTORS			
2020	EARTH SURFACE PROCESSES AND LANDFORMS			
2022	IEEE-ACM TRANSACTIONS ON NETWORKING			
2023	DEVELOPMENT AND PSYCHOPATHOLOGY			
2024	Nutrition Journal			
2025	NEURAL PLASTICITY			
2025	NUTRITION			
2027	HAEMOPHILIA			
2027	Journal of Neurodevelopmental Disorders			
2029	INTERNATIONAL JOURNAL OF HYPERTHERMIA			
2030	GIScience & Remote Sensing			
2031	EXPERT OPINION ON BIOLOGICAL THERAPY			
2031	JOURNAL OF GEOPHYSICAL RESEARCH-SOLID EARTH			
2031	Journal of Cancer Survivorship			
2031	Journal of Retailing and Consumer Services			
2031	SCIENCE AND TECHNOLOGY OF ADVANCED MATERIALS			
2031	TOXICOLOGY AND APPLIED PHARMACOLOGY			
2038	Best Practice & Research Clinical Gastroenterology			
2038	PLANT DISEASE			
2038	Science China-Life Sciences			
2041	Journal of NeuroEngineering and Rehabilitation			
2042	Journal of Clinical Lipidology			
2042	Neurophotonics			
2044	Therapeutic Advances in Neurological Disorders			
2045	FOOD RESEARCH INTERNATIONAL			
2046	Marketing Theory			
2047	ANNALS OF BEHAVIORAL MEDICINE			
2048	ARTIFICIAL INTELLIGENCE IN MEDICINE			
2048	Current Treatment Options in Neurology			
2050	EVOLUTION			
2050	LAND USE POLICY			
2052	INTERNATIONAL JOURNAL OF ONCOLOGY			
2052	JOURNAL OF AGRICULTURAL AND FOOD CHEMISTRY			
2052	Metallomics			
2055	CURRENT OPINION IN CLINICAL NUTRITION AND METABOLIC CARE			
2055	INTERNATIONAL JOURNAL OF NURSING STUDIES			
2058	APPLIED VEGETATION SCIENCE			
2059	PHYSICAL CHEMISTRY CHEMICAL PHYSICS			
2059	URBAN GEOGRAPHY			
2061	Frontiers in Molecular Biosciences			
2061	ICARUS			
2063	COMPUTER			
2063	GENETICS			
2063	TOXICOLOGICAL SCIENCES			
2066	OPTICS EXPRESS			
2067	ANNALS OF ALLERGY ASTHMA & IMMUNOLOGY			
2067	Journal of Transport Geography			
2069	ARCHIVES OF BIOCHEMISTRY AND BIOPHYSICS			
2069	GEOTECHNIQUE			
2071	CLINICAL CHILD AND FAMILY PSYCHOLOGY REVIEW			
2072	Economic Systems Research			
2072	IEEE MULTIMEDIA			
2072	Journal of Environmental Sciences-China			
2072	OCCUPATIONAL AND ENVIRONMENTAL MEDICINE			
2076	SMALL BUSINESS ECONOMICS			
2077	Transboundary and Emerging Diseases			
2078	AMERICAN JOURNAL OF PHYSIOLOGY-CELL PHYSIOLOGY			
2078	ENZYME AND MICROBIAL TECHNOLOGY			
2078	Electronic Markets			
2081	ENGINEERING WITH COMPUTERS			
2082	International Journal of Bipolar Disorders			
2083	CLINICAL IMMUNOLOGY			
2084	TOXICOLOGY			
2085	IEEE Wireless Communications Letters			
2086	AAPS Journal			
2086	INTERNATIONAL JOURNAL OF GEOGRAPHICAL INFORMATION SCIENCE			
2086	JOURNAL OF HUMAN GENETICS			
2086	JOURNAL OF THE LEARNING SCIENCES			
2086	MEDIATORS OF INFLAMMATION			
2092	Biotechnology Journal			
2092	ORGANIZATION STUDIES			
2092	Smart Materials and Structures			
2092	Therapeutic Advances in Endocrinology and Metabolism			
2096	AGRICULTURAL WATER MANAGEMENT			
2096	BASIN RESEARCH			
2096	JOURNAL OF CLINICAL ANESTHESIA			
2096	Wiley Interdisciplinary Reviews-Systems Biology and Medicine			
2100	INTERNATIONAL JOURNAL OF INFECTIOUS DISEASES			
2100	JOURNAL OF THE ROYAL SOCIETY OF MEDICINE			
2100	MARINE AND PETROLEUM GEOLOGY			
2103	BIOMASS & BIOENERGY			
2103	COGNITION			
2103	Journal of Proteomics			
2106	JOURNAL OF INTELLIGENT MANUFACTURING			
2106	MECHANISM AND MACHINE THEORY			
2108	HUMAN COMMUNICATION RESEARCH			
2108	IEEE Geoscience and Remote Sensing Letters			
2108	JOURNAL OF PHYSICS G-NUCLEAR AND PARTICLE PHYSICS			
2108	World Journal of Stem Cells			
2112	Adipocyte			
2112	MOLECULES AND CELLS			
2114	DEVELOPMENTAL MEDICINE AND CHILD NEUROLOGY			
2114	EUROPEAN JOURNAL OF PHARMACEUTICAL SCIENCES			
2116	ACTA DERMATO-VENEREOLOGICA			
2116	BOREAS			
2116	IEEE-ACM Transactions on Audio Speech and Language Processing			
2119	ADVANCES IN ANATOMIC PATHOLOGY			
2119	CHROMOSOMA			
2119	HEALTH PSYCHOLOGY			
2119	Vehicular Communications			
2124	RHEUMATIC DISEASE CLINICS OF NORTH AMERICA			
2125	DRUG SAFETY			
2125	ENGINEERING APPLICATIONS OF ARTIFICIAL INTELLIGENCE			
2125	IET Control Theory and Applications			
2125	TRANSPLANT INTERNATIONAL			
2129	JOURNAL OF ARTHROPLASTY			
2129	Journal of Mixed Methods Research			
2129	Semantic Web			
2132	INTERNATIONAL JOURNAL OF EATING DISORDERS			
2134	APPLIED PHYSICS LETTERS			
2135	QUARTERLY REVIEW OF BIOLOGY			
2136	COMPUTERS & INDUSTRIAL ENGINEERING			
2136	Elementa-Science of the Anthropocene			
2136	Frontiers in Cellular and Infection Microbiology			
2136	JOURNAL OF ADVERTISING			
2140	Frontiers in Genetics			
2140	JOURNAL OF ALZHEIMERS DISEASE			
2140	JOURNAL OF ENVIRONMENTAL SCIENCE AND HEALTH PART C-ENVIRONMENTAL CARCINOGENESIS & ECOTOXICOLOGY REVIEWS			
2140	Journal of Energy Storage			
2140	STRUCTURAL SAFETY			
2140	TRIBOLOGY INTERNATIONAL			
2146	NUCLEAR FUSION			
2147	Fractional Calculus and Applied Analysis			
2148	Rice			
2149	AMERICAN JOURNAL OF CHINESE MEDICINE			
2149	IEEE Antennas and Wireless Propagation Letters			
2151	Brain Tumor Pathology			
2152	High Voltage			
2152	WEST EUROPEAN POLITICS			
2154	Materials Science and Engineering B-Advanced Functional Solid-State Materials			
2155	REVIEWS IN FISH BIOLOGY AND FISHERIES			
2156	PHARMACOGENOMICS JOURNAL			
2157	JAMA Otolaryngology-Head & Neck Surgery			
2158	APPETITE			
2158	BMC GENOMICS			
2160	CELL STRUCTURE AND FUNCTION			
2160	FUTURE OF CHILDREN			
2162	PLANT CELL REPORTS			
2162	TOXICOLOGY LETTERS			
2164	JOURNAL OF EXPERIMENTAL PSYCHOLOGY-GENERAL			
2165	ORGANIC ELECTRONICS			
2166	BREAST			
2167	EXPERIMENTAL THERMAL AND FLUID SCIENCE			
2168	SCANDINAVIAN JOURNAL OF WORK ENVIRONMENT & HEALTH			
2170	Ad Hoc Networks			
2170	ORGANIC & BIOMOLECULAR CHEMISTRY			
2172	ANESTHESIA AND ANALGESIA			
2172	PSYCHIATRY AND CLINICAL NEUROSCIENCES			
2174	AMERICAN JOURNAL OF GERIATRIC PSYCHIATRY			
2174	INTERNATIONAL JOURNAL OF THERMAL SCIENCES			
2174	THIN-WALLED STRUCTURES			
2178	APPLIED MATHEMATICS LETTERS			
2178	CLASSICAL AND QUANTUM GRAVITY			
2178	Expert Opinion on Drug Metabolism & Toxicology			
2181	BMC CELL BIOLOGY			
2181	Journal of the Mechanical Behavior of Biomedical Materials			
2183	XENOTRANSPLANTATION			
2184	MEAT SCIENCE			
2185	INTERNATIONAL REVIEWS OF IMMUNOLOGY			
2185	JOURNAL OF SUPERCRITICAL FLUIDS			
2187	Aesthetic Surgery Journal			
2188	IEEE TRANSACTIONS ON NEURAL SYSTEMS AND REHABILITATION ENGINEERING			
2188	INTERNATIONAL JOURNAL FOR PARASITOLOGY			
2188	Journal of Atherosclerosis and Thrombosis			
2191	CELL TRANSPLANTATION			
2191	TREE PHYSIOLOGY			
2193	SURGERY			
2194	EJNMMI Physics			
2195	ANNALS OF BIOMEDICAL ENGINEERING			
2196	GEORGETOWN LAW JOURNAL			
2196	JOURNAL OF ANXIETY DISORDERS			
2196	JOURNAL OF GEOCHEMICAL EXPLORATION			
2199	BREAST CANCER RESEARCH AND TREATMENT			
2199	INTERNATIONAL JOURNAL OF CARDIOLOGY			
2201	Climate of the Past			
2201	GEOTHERMICS			
2201	JOURNAL OF ANALYTICAL AND APPLIED PYROLYSIS			
2201	PUBLICATIONS OF THE ASTRONOMICAL SOCIETY OF THE PACIFIC			
2205	EVOLUTIONARY COMPUTATION			
2205	PSYCHOLOGICAL ASSESSMENT			
2207	JOURNAL OF RHEOLOGY			
2207	OIKOS			
2209	DRUG AND ALCOHOL DEPENDENCE			
2211	HYDROMETALLURGY			
2212	CURRENT GENETICS			
2213	AICHE JOURNAL			
2214	Journal of Manufacturing Processes			
2215	JOURNAL OF NEUROPATHOLOGY AND EXPERIMENTAL NEUROLOGY			
2216	SEMINARS IN LIVER DISEASE			
2217	IEEE COMMUNICATIONS LETTERS			
2217	JOURNAL OF EUROPEAN PUBLIC POLICY			
2217	Journal of Advances in Modeling Earth Systems			
2217	TRANSPORTATION			
2222	Journal of Clinical Sleep Medicine			
2222	Sustainable Energy Technologies and Assessments			
2224	Applied Physiology Nutrition and Metabolism			
2224	CLINICS IN CHEST MEDICINE			
2224	JOURNAL OF IMMUNOTHERAPY			
2227	ANNALS OF BOTANY			
2227	Current Obesity Reports			
2229	Expert Review of Neurotherapeutics			
2229	United European Gastroenterology Journal			
2231	CERAMICS INTERNATIONAL			
2232	MITOCHONDRION			
2232	PREVENTIVE MEDICINE			
2234	JOURNAL OF CELLULAR BIOCHEMISTRY			
2234	LIFE SCIENCES			
2236	INTERNATIONAL MARKETING REVIEW			
2236	METROLOGIA			
2238	APPLIED SOIL ECOLOGY			
2238	MARINE ENVIRONMENTAL RESEARCH			
2240	Catalysts			
2241	Advances in Clinical Chemistry			
2242	CURRENT TOPICS IN MEDICINAL CHEMISTRY			
2242	JOURNAL OF MATERIALS SCIENCE			
2244	ChemPlusChem			
2244	Journal of Animal Science and Biotechnology			
2246	Biomedical Materials			
2246	HEPATOLOGY RESEARCH			
2248	Cancer Cell International			
2248	HEMATOLOGICAL ONCOLOGY			
2248	INTERNATIONAL JOURNAL OF ELECTRONIC COMMERCE			
2248	JOURNAL OF ENDOCRINOLOGICAL INVESTIGATION			
2253	CYTOMETRY PART A			
2253	IEEE Journal on Emerging and Selected Topics in Circuits and Systems			
2253	SEXUAL ABUSE-A JOURNAL OF RESEARCH AND TREATMENT			
2256	JOURNAL OF SLEEP RESEARCH			
2257	PSYCHO-ONCOLOGY			
2259	COMPUTER METHODS AND PROGRAMS IN BIOMEDICINE			
2259	ECONOMIC POLICY			
2259	PSYCHOPHARMACOLOGY			
2262	Current Opinion in Behavioral Sciences			
2264	ENVIRONMENTAL TOXICOLOGY AND CHEMISTRY			
2265	PROGRESS IN ORGANIC COATINGS			
2266	EARTHQUAKE ENGINEERING & STRUCTURAL DYNAMICS			
2266	Planning Theory			
2268	Brain Imaging and Behavior			
2268	JOURNALS OF GERONTOLOGY SERIES B-PSYCHOLOGICAL SCIENCES AND SOCIAL SCIENCES			
2271	JOURNAL OF ETHNOPHARMACOLOGY			
2271	NMR IN BIOMEDICINE			
2273	CEREBELLUM			
2273	POWDER TECHNOLOGY			
2275	JOURNAL OF THE AMERICAN STATISTICAL ASSOCIATION			
2276	CLINICAL AND EXPERIMENTAL OPHTHALMOLOGY			
2276	MOLECULAR CARCINOGENESIS			
2276	WORLD JOURNAL OF GASTROENTEROLOGY			
2279	CHEMICO-BIOLOGICAL INTERACTIONS			
2279	ESC Heart Failure			
2279	JOURNAL OF PUBLIC ADMINISTRATION RESEARCH AND THEORY			
2282	BIOGEOCHEMISTRY			
2282	ECOLOGICAL ENGINEERING			
2282	JOURNAL OF ABNORMAL CHILD PSYCHOLOGY			
2285	Pathogens			
2286	FRESHWATER BIOLOGY			
2286	JOURNAL OF WATER RESOURCES PLANNING AND MANAGEMENT			
2286	Journal of Immunology Research			
2286	PLANT PHYSIOLOGY AND BIOCHEMISTRY			
2290	IEEE TRANSACTIONS ON PARALLEL AND DISTRIBUTED SYSTEMS			
2291	SEMINARS IN THROMBOSIS AND HEMOSTASIS			
2292	Atmospheric Measurement Techniques			
2292	Current Neurology and Neuroscience Reports			
2292	Journal of Sustainable Tourism			
2292	USER MODELING AND USER-ADAPTED INTERACTION			
2296	NANOTECHNOLOGY			
2296	Soft Matter			
2298	IEEE Journal of Photovoltaics			
2299	Global Environmental Politics			
2299	MINERALIUM DEPOSITA			
2301	MOLECULAR HUMAN REPRODUCTION			
2302	COMMUNICATION THEORY			
2302	Current Issues in Tourism			
2302	International Journal of Bio-Inspired Computation			
2305	CNS Neuroscience & Therapeutics			
2306	COMPUTERS ENVIRONMENT AND URBAN SYSTEMS			
2307	IEEE Journal of Selected Topics in Applied Earth Observations and Remote Sensing			
2308	CORPORATE GOVERNANCE-AN INTERNATIONAL REVIEW			
2309	JOURNAL OF PHYSICAL OCEANOGRAPHY			
2310	CELLULAR SIGNALLING			
2311	JOURNAL OF VOCATIONAL BEHAVIOR			
2311	ORE GEOLOGY REVIEWS			
2313	Educational Researcher			
2313	INTERNATIONAL JOURNAL OF FORECASTING			
2313	Journal of Patient Safety			
2317	EUROPEAN JOURNAL OF AGRONOMY			
2318	CRYSTENGCOMM			
2318	Regenerative Biomaterials			
2320	JOURNAL OF PETROLOGY			
2321	ChemNanoMat			
2321	EJSO			
2323	JOURNAL OF PAIN AND SYMPTOM MANAGEMENT			
2323	PSYCHOPHYSIOLOGY			
2326	JOURNAL OF DERMATOLOGY			
2326	Journal of Trauma and Acute Care Surgery			
2326	PFLUGERS ARCHIV-EUROPEAN JOURNAL OF PHYSIOLOGY			
2329	EVOLUTIONARY ANTHROPOLOGY			
2329	INDUSTRIAL & ENGINEERING CHEMISTRY RESEARCH			
2329	JOURNAL OF INTERNATIONAL MARKETING			
2332	Canadian Journal of Anesthesia-Journal canadien d anesthesie			
2333	CHEMICAL ENGINEERING SCIENCE			
2334	BIOCHEMICAL ENGINEERING JOURNAL			
2334	NITRIC OXIDE-BIOLOGY AND CHEMISTRY			
2334	Open Forum Infectious Diseases			
2337	Police Quarterly			
2337	WORLD POLITICS			
2339	CELLULAR & MOLECULAR BIOLOGY LETTERS			
2339	HUMAN RELATIONS			
2339	ICES JOURNAL OF MARINE SCIENCE			
2342	ENDOCRINE PATHOLOGY			
2342	GASTROENTEROLOGY CLINICS OF NORTH AMERICA			
2344	SEXUALLY TRANSMITTED INFECTIONS			
2345	COMMENTS ON INORGANIC CHEMISTRY			
2346	Cancer Research and Treatment			
2346	LONG RANGE PLANNING			
2348	BIOCHIMIE			
2348	INTERNATIONAL JOURNAL OF MEDICAL MICROBIOLOGY			
2350	Cognitive Neuroscience			
2350	INTERNATIONAL IMMUNOPHARMACOLOGY			
2352	CELL AND TISSUE RESEARCH			
2352	HUMAN-COMPUTER INTERACTION			
2352	SLEEP MEDICINE			
2355	JOURNAL OF ECONOMIC GEOGRAPHY			
2356	Cancer Medicine			
2357	PRECISION AGRICULTURE			
2358	Cell and Bioscience			
2358	MATERIALS RESEARCH BULLETIN			
2360	COMPUTERS & STRUCTURES			
2360	DRUG METABOLISM AND DISPOSITION			
2360	RHINOLOGY			
2363	GERONTOLOGY			
2363	INTERMETALLICS			
2365	Blood Transfusion			
2365	HELICOBACTER			
2365	JOURNAL OF HEALTH ECONOMICS			
2369	JMIR Serious Games			
2370	Emergencias			
2370	MATERIALS AND MANUFACTURING PROCESSES			
2372	MARINE GEOLOGY			
2373	IEEE TRANSACTIONS ON INDUSTRY APPLICATIONS			
2373	PEDIATRIC DIABETES			
2375	COMPUTERS AND GEOTECHNICS			
2376	INTERNATIONAL JOURNAL OF ENERGY RESEARCH			
2377	DEVELOPMENTAL PSYCHOLOGY			
2378	Journal of Physiological Sciences			
2378	MOLECULAR IMAGING AND BIOLOGY			
2380	NUTRITION METABOLISM AND CARDIOVASCULAR DISEASES			
2380	PRODUCTION PLANNING & CONTROL			
2382	Comunicar			
2383	Pituitary			
2384	COMPUTERS & CHEMICAL ENGINEERING			
2385	CURRENT PROBLEMS IN CARDIOLOGY			
2385	GM Crops & Food-Biotechnology in Agriculture and the Food Chain			
2385	WILDLIFE MONOGRAPHS			
2388	IEEE Transactions on Human-Machine Systems			
2388	JOURNAL OF CANCER RESEARCH AND CLINICAL ONCOLOGY			
2390	Genes			
2390	INTERNATIONAL ENDODONTIC JOURNAL			
2392	VASCULAR PHARMACOLOGY			
2393	CALIFORNIA LAW REVIEW			
2393	EUROPEAN JOURNAL OF PERSONALITY			
2393	EXPERIMENTAL CELL RESEARCH			
2396	Socio-Economic Review			
2397	Journal of Materials Research and Technology-JMR&T			
2397	ORGANIC PROCESS RESEARCH & DEVELOPMENT			
2399	FOOD AND BIOPRODUCTS PROCESSING			
2399	Nano Convergence			
2401	AMERICAN JOURNAL OF PHYSIOLOGY-RENAL PHYSIOLOGY			
2401	Biology Letters			
2401	Early Intervention in Psychiatry			
2401	Nanoscale and Microscale Thermophysical Engineering			
2406	INTERNATIONAL JOURNAL OF RESEARCH IN MARKETING			
2407	BRITISH JOURNAL OF NUTRITION			
2407	Diabetes Metabolic Syndrome and Obesity-Targets and Therapy			
2407	Journal of Tissue Engineering and Regenerative Medicine			
2407	OPTICS AND LASER TECHNOLOGY			
2411	JOURNAL OF THE METEOROLOGICAL SOCIETY OF JAPAN			
2412	International Journal of Clinical and Health Psychology			
2413	JOURNAL OF PROCESS CONTROL			
2413	Journal of Cardiovascular Computed Tomography			
2415	MINERALS ENGINEERING			
2416	FUNGAL GENETICS AND BIOLOGY			
2417	PEDIATRIC DENTISTRY			
2418	NEUROTOXICITY RESEARCH			
2419	JOURNAL OF BIOMOLECULAR STRUCTURE & DYNAMICS			
2419	PUBLIC OPINION QUARTERLY			
2419	Progress in Natural Science-Materials International			
2419	TRANSPORTATION SCIENCE			
2424	COMPUTER PHYSICS COMMUNICATIONS			
2425	BRITISH JOURNAL OF PSYCHOLOGY			
2426	Energy for Sustainable Development			
2426	LGBT Health			
2429	ENDOCRINOLOGY AND METABOLISM CLINICS OF NORTH AMERICA			
2430	Maternal and Child Nutrition			
2431	Metabolites			
2432	JOURNAL OF RURAL STUDIES			
2433	COGNITION AND INSTRUCTION			
2433	JOURNAL OF THE GEOLOGICAL SOCIETY			
2435	PROCEEDINGS OF THE COMBUSTION INSTITUTE			
2436	ACTA ONCOLOGICA			
2436	Arabian Journal of Chemistry			
2436	COMPUTERIZED MEDICAL IMAGING AND GRAPHICS			
2436	Current Opinion in Endocrinology Diabetes and Obesity			
2436	FISH & SHELLFISH IMMUNOLOGY			
2436	Journal of Diabetes			
2442	Wiley Interdisciplinary Reviews-Energy and Environment			
2443	Cell Adhesion & Migration			
2443	ENDOCRINE			
2443	Journal of the European Economic Association			
2446	HISTOPATHOLOGY			
2446	IEEE Intelligent Transportation Systems Magazine			
2448	CELLULAR IMMUNOLOGY			
2448	JOURNAL OF EXPERIMENTAL SOCIAL PSYCHOLOGY			
2450	ANTIPODE			
2451	Journal of Grid Computing			
2452	BMC MICROBIOLOGY			
2453	ANALYTICAL AND BIOANALYTICAL CHEMISTRY			
2453	INFORMATION SYSTEMS JOURNAL			
2453	Therapeutic Advances in Respiratory Disease			
2456	ECONOMIC GEOLOGY			
2457	JOURNAL OF THE ATMOSPHERIC SCIENCES			
2458	JOURNAL OF DENTISTRY			
2459	JOINT BONE SPINE			
2459	JOURNAL OF THE ROYAL STATISTICAL SOCIETY SERIES B-STATISTICAL METHODOLOGY			
2461	JOURNAL OF DRUG TARGETING			
2462	ANNALEN DER PHYSIK			
2463	Academy of Management Learning & Education			
2463	CHEMICAL RESEARCH IN TOXICOLOGY			
2463	International Journal of Chronic Obstructive Pulmonary Disease			
2466	IEEE Consumer Electronics Magazine			
2466	JOURNAL OF RESEARCH IN CRIME AND DELINQUENCY			
2468	URBAN STUDIES			
2469	JOURNAL OF MANAGEMENT IN ENGINEERING			
2469	VACCINE			
2471	IEEE SIGNAL PROCESSING LETTERS			
2472	HIPPOCAMPUS			
2473	American Journal of Translational Research			
2473	THROMBOSIS RESEARCH			
2475	APPLIED PSYCHOLOGY-AN INTERNATIONAL REVIEW-PSYCHOLOGIE APPLIQUEE-REVUE INTERNATIONALE			
2475	CALCIFIED TISSUE INTERNATIONAL			
2477	PHYTOPATHOLOGY			
2477	PSYCHOLOGY OF WOMEN QUARTERLY			
2479	Diabetes & Metabolism Journal			
2479	JOURNAL OF TEACHER EDUCATION			
2479	NEUROTOXICOLOGY			
2482	EPJ Data Science			
2482	LASERS IN SURGERY AND MEDICINE			
2485	CURRENT OPINION IN ONCOLOGY			
2485	JOURNAL OF GLACIOLOGY			
2485	JOURNAL OF PHOTOCHEMISTRY AND PHOTOBIOLOGY A-CHEMISTRY			
2488	ADVANCES IN THERAPY			
2489	3D Printing and Additive Manufacturing			
2489	APPLIED ORGANOMETALLIC CHEMISTRY			
2489	CELL CYCLE			
2489	International Journal for Uncertainty Quantification			
2489	JOURNAL OF YOUTH AND ADOLESCENCE			
2489	PLANT AND SOIL			
2495	ORGANIZATION SCIENCE			
2496	AMERICAN JOURNAL OF NEURORADIOLOGY			
2497	PEST MANAGEMENT SCIENCE			
2498	ENVIRONMENTAL GEOCHEMISTRY AND HEALTH			
2498	MEDICAL ONCOLOGY			
2500	ADVANCED POWDER TECHNOLOGY			
2500	AQUACULTURE ECONOMICS & MANAGEMENT			
2500	BRQ-Business Research Quarterly			
2500	IEEE TRANSACTIONS ON CIRCUITS AND SYSTEMS II-EXPRESS BRIEFS			
2500	JOURNAL OF COMPUTER-AIDED MOLECULAR DESIGN			
2500	MALACOLOGIA			
2500	Studies in Science Education			
2508	Acta Geotechnica			
2509	PROGRESS IN OCEANOGRAPHY			
2510	JOURNAL OF ENGINEERING EDUCATION			
2510	NEUROSCIENCE			
2510	SEDIMENTARY GEOLOGY			
2510	SEDIMENTOLOGY			
2515	BEHAVIOR THERAPY			
2515	JOURNAL OF VASCULAR SURGERY			
2517	Food & Function			
2517	PANCREATOLOGY			
2519	Journal of Flood Risk Management			
2520	DIABETES RESEARCH AND CLINICAL PRACTICE			
2520	Epidemics			
2520	JOURNAL OF COMPARATIVE NEUROLOGY			
2523	CLINICAL AND EXPERIMENTAL RHEUMATOLOGY			
2523	Global Heart			
2525	RESPIRATORY MEDICINE			
2526	ALCOHOLISM-CLINICAL AND EXPERIMENTAL RESEARCH			
2526	JOURNAL OF GEOPHYSICAL RESEARCH-OCEANS			
2528	JOURNAL OF BACTERIOLOGY			
2529	Clinical and Vaccine Immunology			
2530	CONTROL ENGINEERING PRACTICE			
2531	International Journal of Greenhouse Gas Control			
2532	CONTRIBUTIONS TO MINERALOGY AND PETROLOGY			
2532	EXPERT OPINION ON EMERGING DRUGS			
2532	Journal of Service Management			
2535	IET Generation Transmission & Distribution			
2536	Acta Crystallographica Section D-Structural Biology			
2537	Journal of Family Business Strategy			
2537	Journal of Positive Psychology			
2539	Antimicrobial Resistance and Infection Control			
2539	JOURNAL OF INORGANIC BIOCHEMISTRY			
2539	Journal of the Royal Society Interface			
2542	Waves in Random and Complex Media			
2543	JOURNAL OF BIOMEDICAL MATERIALS RESEARCH PART A			
2544	Expert Opinion On Drug Safety			
2544	Food Bioscience			
2544	GENERAL HOSPITAL PSYCHIATRY			
2544	Integrated Environmental Assessment and Management			
2544	MATERIALS CHARACTERIZATION			
2550	JOURNAL OF ELECTROANALYTICAL CHEMISTRY			
2550	Travel Behaviour and Society			
2552	Acta Orthopaedica			
2552	HYPERTENSION RESEARCH			
2554	IEEE TRANSACTIONS ON INFORMATION THEORY			
2555	JUSTICE QUARTERLY			
2556	Clinical Implant Dentistry and Related Research			
2556	Human-centric Computing and Information Sciences			
2558	Current Alzheimer Research			
2559	SURGICAL ENDOSCOPY AND OTHER INTERVENTIONAL TECHNIQUES			
2560	BMJ Supportive & Palliative Care			
2560	Drug Design Development and Therapy			
2562	MICROCHEMICAL JOURNAL			
2563	HEALTH & PLACE			
2563	JOURNAL OF THE AMERICAN SOCIETY FOR MASS SPECTROMETRY			
2566	Frontiers in Physiology			
2567	ACS Combinatorial Science			
2567	BIRTH DEFECTS RESEARCH PART C-EMBRYO TODAY-REVIEWS			
2567	BRITISH JOURNAL OF SOCIOLOGY			
2567	REPRODUCTIVE TOXICOLOGY			
2571	INTERNATIONAL JOURNAL OF PRODUCTION RESEARCH			
2572	Applied Nanoscience			
2572	QUARTERLY JOURNAL OF THE ROYAL METEOROLOGICAL SOCIETY			
2574	JOURNAL OF PHARMACEUTICAL SCIENCES			
2574	Journal of Functional Foods			
2576	Spine Journal			
2577	JOURNAL OF COMPUTATIONAL CHEMISTRY			
2578	EUROPEAN ARCHIVES OF PSYCHIATRY AND CLINICAL NEUROSCIENCE			
2578	SURFACE & COATINGS TECHNOLOGY			
2580	COMPARATIVE POLITICAL STUDIES			
